gene,gene,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,
Smp-003990,Smp_003990,2.05E-29,0.789032202,0.967,0.875,2.08E-25,Neuron_23,triosephosphate isomerase
Smp-105220,Smp_105220,2.36E-29,0.639747684,0.993,0.893,2.40E-25,Neuron_23,Lymphocyte antigen 6D
Smp-347390,Smp_347390,2.37E-29,0.509150148,0.907,0.686,2.41E-25,Neuron_23,Anoctamin-8
Smp-163160,Smp_163160,2.61E-29,0.510661299,0.927,0.839,2.65E-25,Neuron_23,Short transient receptor potential channel 7
Smp-127380,Smp_127380,3.55E-29,0.504615739,0.947,0.867,3.61E-25,Neuron_23,Trafficking kinesin-binding protein 1
Smp-343280,Smp_343280,4.63E-29,0.570595918,0.967,0.848,4.70E-25,Neuron_23,Probable G-protein coupled receptor 158
Smp-038950,Smp_038950,1.22E-28,0.550909422,0.987,0.97,1.24E-24,Neuron_23,L-lactate dehydrogenase B-A chain
Smp-248070,Smp_248070,1.95E-28,0.73275077,0.933,0.759,1.98E-24,Neuron_23,Dedicator of cytokinesis protein 6
Smp-136070,Smp_136070,2.09E-28,0.583730933,0.953,0.803,2.12E-24,Neuron_23,Tyrosine-protein kinase transmembrane receptor Ror
Smp-334450,Smp_334450,3.48E-28,0.795480014,0.813,0.781,3.53E-24,Neuron_23,Protein lev-9
Smp-333390,Smp_333390,4.58E-28,0.667869665,0.9,0.734,4.65E-24,Neuron_23,Potassium voltage-gated channel protein eag
Smp-017880,Smp_017880,6.26E-28,0.796527117,0.9,0.687,6.35E-24,Neuron_23,5-hydroxytryptamine receptor 1A
Smp-266960,Smp_266960,1.04E-27,0.686442155,0.973,0.862,1.06E-23,Neuron_23,Transcriptional activator cubitus interruptus
Smp-322610,Smp_322610,1.09E-27,0.658099166,0.96,0.624,1.11E-23,Neuron_23,Protein yippee-like 5
Smp-073790,Smp_073790,1.12E-27,0.535143033,0.987,0.974,1.14E-23,Neuron_23,Gamma-aminobutyric acid receptor-associated protein
Smp-166390,Smp_166390,1.27E-27,0.579756929,0.92,0.763,1.29E-23,Neuron_23,E3 ubiquitin-protein ligase HECW1
Smp-102340,Smp_102340,2.38E-27,0.639108805,0.96,0.91,2.42E-23,Neuron_23,Adenylate cyclase type 9
Smp-346750,Smp_346750,3.59E-27,0.721926277,0.92,0.747,3.64E-23,Neuron_23,AP-2 complex subunit mu
Smp-134140,Smp_134140,3.80E-27,0.534307105,0.927,0.821,3.86E-23,Neuron_23,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D"
Smp-132390,Smp_132390,7.45E-27,0.970223875,0.853,0.656,7.57E-23,Neuron_23,U4/U6 small nuclear ribonucleoprotein Prp31
Smp-011230,Smp_011230,1.19E-26,0.551770199,0.947,0.68,1.21E-22,Neuron_23,GPI-anchor transamidase
Smp-333600,Smp_333600,1.24E-26,0.555204894,0.9,0.735,1.26E-22,Neuron_23,P2X purinoceptor 4
Smp-137750,Smp_137750,1.88E-26,0.671026907,0.907,0.696,1.91E-22,Neuron_23,Calbindin-32
Smp-328110,Smp_328110,2.05E-26,0.75707991,0.987,0.922,2.08E-22,Neuron_23,Thiamine transporter 2
Smp-081900,Smp_081900,2.06E-26,0.54731866,0.953,0.828,2.09E-22,Neuron_23,Long neurotoxin homolog NTL2
Smp-062890,Smp_062890,2.50E-26,0.693265939,0.953,0.863,2.54E-22,Neuron_23,V-type proton ATPase 16 kDa proteolipid subunit
Smp-015630,Smp_015630,2.52E-26,0.519907035,0.92,0.746,2.56E-22,Neuron_23,Glutamate-gated chloride channel subunit 2 isoform 1
Smp-043110,Smp_043110,2.94E-26,0.673363282,0.973,0.787,2.98E-22,Neuron_23,Phosphoenolpyruvate carboxylase
Smp-019100,Smp_019100,3.90E-26,0.524145901,0.927,0.594,3.96E-22,Neuron_23,EH domain-containing protein 1
Smp-344180,Smp_344180,4.34E-26,0.504564492,0.887,0.574,4.41E-22,Neuron_23,Dickkopf-related protein 3
Smp-042300,Smp_042300,5.70E-26,0.642663053,0.973,0.852,5.79E-22,Neuron_23,Transcriptional activator protein Pur-alpha
Smp-120700,Smp_120700,6.53E-26,0.540238457,0.993,0.971,6.63E-22,Neuron_23,Cofilin
Smp-045920,Smp_045920,7.64E-26,0.616369298,0.96,0.78,7.76E-22,Neuron_23,CKLF-like MARVEL transmembrane domain-containing protein 7
Smp-138430,Smp_138430,8.88E-26,0.650763503,0.9,0.773,9.01E-22,Neuron_23,Regulator of G-protein signaling egl-10
Smp-323920,Smp_323920,9.64E-26,0.571082644,0.84,0.757,9.79E-22,Neuron_23,Hypothetical protein
Smp-087940,Smp_087940,1.96E-25,0.514982758,0.98,0.9,1.99E-21,Neuron_23,Gamma-aminobutyric acid receptor-associated protein-like 2
Smp-022170,Smp_022170,2.06E-25,0.755151607,0.953,0.789,2.10E-21,Neuron_23,Tropomyosin A (Fragment)
Smp-043220,Smp_043220,2.67E-25,0.639630107,0.96,0.856,2.71E-21,Neuron_23,Hybrid PKS-NRPS synthetase ATEG_00325
Smp-000320,Smp_000320,3.31E-25,0.513531254,0.9,0.86,3.37E-21,Neuron_23,Uncharacterized protein ZK1073.1
Smp-041430,Smp_041430,5.87E-25,0.725483153,0.907,0.839,5.96E-21,Neuron_23,14-3-3 protein beta/alpha-B
Smp-174720,Smp_174720,6.78E-25,0.520300584,0.987,0.935,6.89E-21,Neuron_23,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1
Smp-245320,Smp_245320,1.29E-24,0.638091876,0.907,0.674,1.31E-20,Neuron_23,Glutamate [NMDA] receptor subunit 1
Smp-163580,Smp_163580,1.32E-24,0.593460353,0.973,0.91,1.34E-20,Neuron_23,Ras-related protein Rab6
Smp-090120,Smp_090120,1.85E-24,0.518342536,0.987,0.949,1.87E-20,Neuron_23,Tubulin alpha-1A chain
Smp-147000,Smp_147000,2.35E-24,0.670151167,0.913,0.729,2.39E-20,Neuron_23,Syntenin-2
Smp-019890,Smp_019890,2.64E-24,0.616104751,0.96,0.754,2.68E-20,Neuron_23,Syntaxin
Smp-321250,Smp_321250,2.88E-24,0.642209911,0.933,0.82,2.93E-20,Neuron_23,Protein broad-minded
Smp-196040,Smp_196040,3.53E-24,0.531181045,0.967,0.779,3.58E-20,Neuron_23,SHC-transforming protein 3
Smp-136480,Smp_136480,3.74E-24,0.525621919,0.84,0.577,3.79E-20,Neuron_23,Hypothetical protein
Smp-054220,Smp_054220,4.21E-24,0.644937168,0.987,0.917,4.27E-20,Neuron_23,V-type proton ATPase subunit G
Smp-007210,Smp_007210,7.08E-24,0.528355077,0.953,0.841,7.19E-20,Neuron_23,Rab GTPase-activating protein 1
Smp-001640,Smp_001640,1.28E-23,0.613551844,0.987,0.907,1.30E-19,Neuron_23,V-type proton ATPase subunit G 2
Smp-018550,Smp_018550,1.31E-23,0.724099797,0.933,0.861,1.33E-19,Neuron_23,Serine--tRNA ligase
Smp-001040,Smp_001040,3.49E-23,0.61003542,0.967,0.921,3.54E-19,Neuron_23,Kinesin heavy chain
Smp-210130,Smp_210130,5.25E-23,0.702382359,0.893,0.826,5.33E-19,Neuron_23,C-Jun-amino-terminal kinase-interacting protein 4
Smp-075130,Smp_075130,5.42E-23,0.679465004,0.84,0.599,5.51E-19,Neuron_23,Guanine nucleotide-binding protein subunit beta-5
Smp-091730,Smp_091730,1.45E-22,0.729195546,0.96,0.82,1.47E-18,Neuron_23,Sorting nexin-3
Smp-034420,Smp_034420,1.71E-22,0.60107708,0.94,0.854,1.74E-18,Neuron_23,Cystatin
Smp-143480,Smp_143480,1.82E-22,0.777340409,0.887,0.712,1.85E-18,Neuron_23,Low-density lipoprotein receptor-related protein 11
Smp-151190,Smp_151190,1.96E-22,0.569724647,0.94,0.744,1.99E-18,Neuron_23,"Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta"
Smp-176310,Smp_176310,2.81E-22,0.536953354,0.893,0.79,2.85E-18,Neuron_23,Neuronal acetylcholine receptor subunit alpha-2
Smp-074190,Smp_074190,6.84E-22,0.660697732,0.98,0.837,6.95E-18,Neuron_23,Natterin-4
Smp-034400,Smp_034400,7.88E-22,0.501927498,0.96,0.801,8.01E-18,Neuron_23,AP-3 complex subunit sigma-1
Smp-266840,Smp_266840,8.35E-22,0.503470201,0.913,0.706,8.48E-18,Neuron_23,Protein bottleneck
Smp-314320,Smp_314320,1.05E-21,0.69370115,0.913,0.732,1.06E-17,Neuron_23,Probable glutathione S-transferase MSR-1
Smp-046290,Smp_046290,2.58E-21,0.525109149,0.953,0.826,2.62E-17,Neuron_23,CKLF-like MARVEL transmembrane domain-containing protein 4
Smp-145700,Smp_145700,3.92E-21,0.569851077,0.96,0.93,3.98E-17,Neuron_23,Ankyrin-2
Smp-143840,Smp_143840,6.69E-21,0.561272552,0.96,0.936,6.80E-17,Neuron_23,"Glycogen phosphorylase, liver form"
Smp-332730,Smp_332730,1.15E-20,0.621637811,0.92,0.75,1.17E-16,Neuron_23,cAMP-dependent protein kinase type II regulatory subunit
Smp-244240,Smp_244240,2.68E-20,0.641423979,0.767,0.64,2.72E-16,Neuron_23,Gonadotropin-releasing hormone receptor
Smp-138320,Smp_138320,3.15E-20,0.520798152,0.94,0.851,3.20E-16,Neuron_23,Hypothetical protein
Smp-336790,Smp_336790,4.34E-20,0.504418195,0.94,0.743,4.40E-16,Neuron_23,Early endosome antigen 1
Smp-077090,Smp_077090,5.89E-20,0.531981738,0.96,0.858,5.98E-16,Neuron_23,"Iron-sulfur cluster assembly enzyme ISCU, mitochondrial"
Smp-071250,Smp_071250,6.55E-20,0.731851308,0.933,0.876,6.65E-16,Neuron_23,Ras-related protein Rap-1b
Smp-139500,Smp_139500,8.80E-20,0.596414276,0.98,0.819,8.94E-16,Neuron_23,Dihydroorotase
Smp-029390,Smp_029390,9.27E-20,0.668825456,0.867,0.709,9.42E-16,Neuron_23,V-type proton ATPase subunit B
Smp-065290,Smp_065290,9.86E-20,0.538676616,0.88,0.717,1.00E-15,Neuron_23,Calcium/calmodulin-dependent protein kinase type 1
Smp-152270,Smp_152270,1.19E-19,0.603110723,0.933,0.762,1.21E-15,Neuron_23,"Essential MCU regulator, mitochondrial"
Smp-346030,Smp_346030,1.92E-19,0.500710497,0.927,0.773,1.95E-15,Neuron_23,Centromere protein F
Smp-053390,Smp_053390,1.94E-19,0.532659079,1,0.992,1.97E-15,Neuron_23,Histone H4
Smp-059780,Smp_059780,2.79E-19,0.719776495,0.933,0.831,2.83E-15,Neuron_23,BICD family-like cargo adapter 1
Smp-068480,Smp_068480,5.30E-19,0.531685771,0.927,0.792,5.39E-15,Neuron_23,Vesicle transport through interaction with t-SNAREs homolog 1A
Smp-064950,Smp_064950,5.72E-19,0.549749332,0.94,0.754,5.81E-15,Neuron_23,calcineurin b
Smp-106110,Smp_106110,6.47E-19,0.646511545,0.86,0.795,6.57E-15,Neuron_23,Kv channel-interacting protein 4
Smp-060070,Smp_060070,6.53E-19,0.554289044,0.913,0.818,6.63E-15,Neuron_23,Septin-7
Smp-104670,Smp_104670,1.22E-18,0.514562104,0.94,0.797,1.23E-14,Neuron_23,Ras-related protein Rab-8A
Smp-121990,Smp_121990,2.50E-18,0.62313758,0.913,0.823,2.54E-14,Neuron_23,"Glycerol-3-phosphate dehydrogenase, mitochondrial"
Smp-047370,Smp_047370,3.85E-18,0.501739874,0.973,0.961,3.91E-14,Neuron_23,malate dehydrogenase mitochondrial
Smp-129340,Smp_129340,6.06E-18,0.578190533,0.88,0.734,6.16E-14,Neuron_23,lissencephaly-1 homolog
Smp-246110,Smp_246110,1.22E-17,0.503111409,0.907,0.844,1.24E-13,Neuron_23,Hillarin
Smp-144490,Smp_144490,4.03E-17,0.611237978,0.853,0.761,4.09E-13,Neuron_23,"Protein CHUP1, chloroplastic"
Smp-031300,Smp_031300,5.63E-17,0.657772887,0.753,0.585,5.72E-13,Neuron_23,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
Smp-042030,Smp_042030,5.97E-17,0.601560885,0.94,0.728,6.06E-13,Neuron_23,Vesicle transport protein SEC20
Smp-065890,Smp_065890,6.48E-17,0.556891602,0.933,0.826,6.58E-13,Neuron_23,Toll-interacting protein A
Smp-103740,Smp_103740,2.03E-16,0.575387436,0.82,0.653,2.06E-12,Neuron_23,Calumenin-A
Smp-095580,Smp_095580,2.09E-16,0.515099679,0.873,0.761,2.12E-12,Neuron_23,Lysocardiolipin acyltransferase 1
Smp-073600,Smp_073600,2.35E-16,0.623412916,0.913,0.811,2.39E-12,Neuron_23,Platelet-activating factor acetylhydrolase IB subunit beta
Smp-037960,Smp_037960,2.94E-16,0.553995816,0.807,0.7,2.99E-12,Neuron_23,Neuronal acetylcholine receptor subunit beta-3
Smp-173730,Smp_173730,6.60E-16,0.563346114,0.793,0.646,6.70E-12,Neuron_23,Coxsackievirus and adenovirus receptor homolog
Smp-084940,Smp_084940,7.86E-16,0.596203182,0.98,0.876,7.98E-12,Neuron_23,Ras-related protein M-Ras
Smp-067580,Smp_067580,1.29E-15,0.510403586,0.9,0.685,1.31E-11,Neuron_23,"Calcium uniporter protein, mitochondrial"
Smp-138600,Smp_138600,1.30E-15,0.548549725,0.773,0.698,1.32E-11,Neuron_23,Uncharacterized protein KIAA0513
Smp-151590,Smp_151590,4.97E-13,0.534240851,0.7,0.655,5.04E-09,Neuron_23,STE20-like serine/threonine-protein kinase
Smp-126770,Smp_126770,2.76E-11,0.513837847,0.907,0.828,2.80E-07,Neuron_23,Islet cell autoantigen 1
Smp-302470,Smp_302470,4.67E-11,0.504308243,0.733,0.521,4.74E-07,Neuron_23,Lon protease
Smp-334060,Smp_334060,1.42E-10,0.521846691,0.913,0.874,1.45E-06,Neuron_23,Lamin-B2
Smp-133260,Smp_133260,4.08E-10,0.611795629,0.747,0.69,4.14E-06,Neuron_23,ATP-dependent DNA helicase mph1
Smp-151580,Smp_151580,2.97E-09,0.522196858,0.633,0.466,3.02E-05,Neuron_23,Na(+)/H(+) exchange regulatory cofactor NHE-RF2
Smp-134550,Smp_134550,7.58E-75,4.546377733,1,0.585,7.70E-71,Neuron_24,Hemopexin
Smp-141310,Smp_141310,1.51E-72,2.50581223,0.993,0.544,1.53E-68,Neuron_24,Neurexin-2
Smp-245940,Smp_245940,6.78E-72,3.388504729,0.993,0.522,6.88E-68,Neuron_24,"Succinate dehydrogenase assembly factor 2, mitochondrial"
Smp-194280,Smp_194280,7.83E-71,2.943883985,1,0.774,7.95E-67,Neuron_24,50S ribosomal protein L17
Smp-245840,Smp_245840,1.44E-68,2.632969069,0.993,0.711,1.46E-64,Neuron_24,Hypothetical protein
Smp-020130,Smp_020130,4.64E-68,2.387414925,0.993,0.719,4.71E-64,Neuron_24,Hypothetical protein
Smp-145140,Smp_145140,3.89E-67,1.9854606,0.972,0.718,3.96E-63,Neuron_24,Protein Wnt-5b
Smp-150030,Smp_150030,1.19E-65,2.562476393,0.979,0.731,1.21E-61,Neuron_24,Hypothetical protein
Smp-180240,Smp_180240,1.94E-64,2.340228577,0.965,0.611,1.97E-60,Neuron_24,Spondin-1
Smp-310510,Smp_310510,6.46E-62,2.071609999,0.979,0.737,6.56E-58,Neuron_24,Hypothetical protein
Smp-068510,Smp_068510,5.14E-60,1.775216742,1,0.942,5.22E-56,Neuron_24,Neuronal calcium sensor 2
Smp-148200,Smp_148200,1.35E-59,2.064019157,0.986,0.813,1.38E-55,Neuron_24,Junctophilin-2
Smp-004710,Smp_004710,8.96E-58,1.283407695,1,0.819,9.10E-54,Neuron_24,Mu-conotoxin-like PnMKLT1-014
Smp-169880,Smp_169880,3.84E-54,1.266627289,0.903,0.594,3.90E-50,Neuron_24,Zwei Ig domain protein zig-8
Smp-247430,Smp_247430,1.26E-52,1.789826737,0.931,0.762,1.28E-48,Neuron_24,cadherin domain containing protein
Smp-150020,Smp_150020,1.29E-52,1.913265013,0.938,0.567,1.31E-48,Neuron_24,Protein Fe65 homolog
Smp-131940,Smp_131940,1.63E-52,1.901365714,0.931,0.862,1.66E-48,Neuron_24,Protein patched
Smp-345430,Smp_345430,3.52E-52,1.587636918,0.944,0.646,3.58E-48,Neuron_24,Carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein
Smp-140860,Smp_140860,1.75E-51,1.640149135,0.965,0.866,1.78E-47,Neuron_24,Innexin unc-9
Smp-247590,Smp_247590,1.86E-51,1.809529064,0.938,0.735,1.89E-47,Neuron_24,hox protein Dfd
Smp-203190,Smp_203190,1.06E-50,0.993986528,1,0.876,1.08E-46,Neuron_24,Chorion peroxidase
Smp-247030,Smp_247030,2.70E-48,1.604533999,0.924,0.81,2.75E-44,Neuron_24,Protocadherin-1
Smp-126990,Smp_126990,3.72E-48,1.705638965,0.958,0.801,3.78E-44,Neuron_24,Synapsin
Smp-245980,Smp_245980,1.24E-46,1.27243372,0.833,0.503,1.26E-42,Neuron_24,Hypothetical protein
Smp-128760,Smp_128760,1.12E-45,1.578694928,0.917,0.788,1.14E-41,Neuron_24,Chitin synthase 3
Smp-204230,Smp_204230,2.37E-45,1.7501368,0.917,0.699,2.40E-41,Neuron_24,Probable G-protein coupled receptor AH9.1
Smp-345990,Smp_345990,4.99E-44,1.235599166,0.91,0.804,5.07E-40,Neuron_24,Hypothetical protein
Smp-121660,Smp_121660,7.37E-44,1.119144344,0.944,0.622,7.48E-40,Neuron_24,IDLSRF-like peptide
Smp-129830,Smp_129830,9.22E-44,1.544190476,0.889,0.737,9.37E-40,Neuron_24,Protocadherin alpha-10
Smp-152380,Smp_152380,1.13E-43,1.410084313,0.875,0.738,1.15E-39,Neuron_24,Putative rhophilin-2-like protein RHPN2P1
Smp-043650,Smp_043650,2.02E-43,0.884528385,0.944,0.86,2.05E-39,Neuron_24,"Probable arginine--tRNA ligase, mitochondrial"
Smp-210510,Smp_210510,2.47E-43,1.159030278,0.882,0.748,2.51E-39,Neuron_24,BAI1-associated protein 3
Smp-347500,Smp_347500,1.35E-42,1.424397979,0.986,0.941,1.37E-38,Neuron_24,Girdin
Smp-301420,Smp_301420,3.88E-42,1.754107147,0.868,0.621,3.94E-38,Neuron_24,Hypothetical protein
Smp-342080,Smp_342080,5.77E-42,1.173660215,0.993,0.829,5.86E-38,Neuron_24,Protein stoned-B
Smp-086830,Smp_086830,2.07E-41,1.291932169,0.924,0.735,2.10E-37,Neuron_24,Mechanosensory protein 2
Smp-342090,Smp_342090,2.25E-40,1.377822666,0.931,0.751,2.29E-36,Neuron_24,Neuropilin and tolloid-like protein 1
Smp-050220,Smp_050220,2.67E-40,1.199188481,0.993,0.895,2.71E-36,Neuron_24,Putative complexin-1
Smp-173100,Smp_173100,7.14E-40,1.612944385,0.896,0.823,7.25E-36,Neuron_24,Roundabout homolog 2
Smp-124240,Smp_124240,1.11E-39,1.168313081,0.979,0.833,1.13E-35,Neuron_24,Sodium/potassium-transporting ATPase subunit beta-2
Smp-135820,Smp_135820,1.12E-39,1.258031186,0.861,0.713,1.14E-35,Neuron_24,V-set and immunoglobulin domain-containing protein 1
Smp-300560,Smp_300560,4.22E-38,1.280047866,0.799,0.524,4.28E-34,Neuron_24,Potassium voltage-gated channel protein Shaw
Smp-144590,Smp_144590,7.46E-38,1.579100774,0.91,0.846,7.57E-34,Neuron_24,Hypothetical protein
Smp-174170,Smp_174170,2.15E-37,0.970945532,0.882,0.798,2.19E-33,Neuron_24,Homeobox protein meis3-A
Smp-041700,Smp_041700,2.25E-37,1.057383788,0.806,0.596,2.28E-33,Neuron_24,Rhodopsin (Fragment)
Smp-308830,Smp_308830,2.37E-37,0.738608005,0.785,0.535,2.41E-33,Neuron_24,Uncharacterized protein FLJ43738
Smp-333070,Smp_333070,5.71E-37,1.319777707,0.806,0.674,5.80E-33,Neuron_24,Hypothetical protein
Smp-181160,Smp_181160,5.77E-37,0.969201991,0.84,0.735,5.86E-33,Neuron_24,Tubulin polyglutamylase TTLL4
Smp-012780,Smp_012780,2.07E-36,1.266433282,0.868,0.764,2.10E-32,Neuron_24,Sterile alpha and TIR motif-containing protein 1
Smp-151310,Smp_151310,6.34E-36,1.381782766,0.764,0.475,6.44E-32,Neuron_24,Netrin unc-6
Smp-266840,Smp_266840,2.16E-35,1.130554627,0.917,0.706,2.20E-31,Neuron_24,Protein bottleneck
Smp-343120,Smp_343120,8.39E-35,1.169783216,0.951,0.874,8.52E-31,Neuron_24,Plasma membrane calcium-transporting ATPase 3
Smp-026560,Smp_026560,1.48E-34,0.698384916,1,0.993,1.51E-30,Neuron_24,calmodulin
Smp-004730,Smp_004730,1.70E-34,1.08015024,0.819,0.647,1.73E-30,Neuron_24,high voltage-activated calcium channel cav2b
Smp-159790,Smp_159790,3.92E-34,1.13644491,0.924,0.768,3.98E-30,Neuron_24,Kinesin-like protein KIF1A
Smp-173380,Smp_173380,4.60E-34,0.977409326,0.91,0.871,4.67E-30,Neuron_24,Inactive tyrosine-protein kinase 7
Smp-132270,Smp_132270,4.67E-34,1.236890588,0.861,0.843,4.74E-30,Neuron_24,Hypothetical protein
Smp-012440,Smp_012440,8.70E-34,0.980098119,0.979,0.926,8.84E-30,Neuron_24,"Solute carrier family 2, facilitated glucose transporter member 1"
Smp-305430,Smp_305430,1.15E-33,1.008306207,0.792,0.6,1.17E-29,Neuron_24,Metabotropic glutamate receptor
Smp-131980,Smp_131980,1.63E-33,0.63067682,0.799,0.637,1.66E-29,Neuron_24,Tachykinin-like peptides receptor 99D
Smp-241950,Smp_241950,1.91E-33,1.061752028,0.931,0.779,1.94E-29,Neuron_24,Regulating synaptic membrane exocytosis protein 1
Smp-140920,Smp_140920,2.82E-33,0.834964631,0.757,0.564,2.86E-29,Neuron_24,"Glutamate receptor ionotropic, kainate 3"
Smp-163840,Smp_163840,1.56E-32,1.036049663,0.979,0.803,1.59E-28,Neuron_24,Tumor protein p63-regulated gene 1-like protein
Smp-246790,Smp_246790,1.59E-32,1.089427521,0.917,0.738,1.62E-28,Neuron_24,Transient receptor potential cation channel subfamily M member 2
Smp-340660,Smp_340660,1.62E-32,1.009326205,0.819,0.686,1.65E-28,Neuron_24,Hypothetical protein
Smp-073270,Smp_073270,1.78E-32,1.059552656,1,0.826,1.81E-28,Neuron_24,Neuroendocrine protein 7B2
Smp-150220,Smp_150220,1.82E-32,0.904377979,0.965,0.75,1.85E-28,Neuron_24,Receptor-type tyrosine-protein phosphatase N2
Smp-162680,Smp_162680,1.89E-32,0.980663785,0.757,0.552,1.91E-28,Neuron_24,FMRFamide-activated amiloride-sensitive sodium channel
Smp-129240,Smp_129240,2.55E-32,1.056824799,0.944,0.744,2.59E-28,Neuron_24,Uncharacterized protein KIAA0513
Smp-342190,Smp_342190,3.15E-32,0.934411988,0.979,0.846,3.20E-28,Neuron_24,Transient receptor potential cation channel subfamily A member 1
Smp-156890,Smp_156890,7.38E-32,0.984371611,0.812,0.682,7.50E-28,Neuron_24,SCY1-like protein 2
Smp-334220,Smp_334220,7.40E-32,0.863874916,0.771,0.611,7.52E-28,Neuron_24,Protocadherin-3
Smp-059670,Smp_059670,1.22E-31,0.895111955,0.986,0.818,1.24E-27,Neuron_24,Synaptogyrin-2
Smp-332470,Smp_332470,1.73E-31,1.464646718,0.84,0.688,1.76E-27,Neuron_24,E3 ubiquitin-protein ligase TRIM9
Smp-176390,Smp_176390,2.18E-31,1.214744742,0.826,0.703,2.21E-27,Neuron_24,Protocadherin alpha-4
Smp-042160,Smp_042160,2.96E-31,0.872435446,1,0.971,3.01E-27,Neuron_24,fructose-bisphosphate aldolase
Smp-344420,Smp_344420,4.93E-31,0.76203836,0.903,0.834,5.00E-27,Neuron_24,Hypothetical protein
Smp-169360,Smp_169360,8.74E-31,1.236318816,0.833,0.757,8.88E-27,Neuron_24,Kinesin-like protein KIF26A
Smp-334780,Smp_334780,4.82E-30,1.329784673,0.812,0.675,4.90E-26,Neuron_24,Hypothetical protein
Smp-317130,Smp_317130,7.19E-30,0.8752935,0.951,0.846,7.31E-26,Neuron_24,V-type proton ATPase subunit e 1
Smp-001900,Smp_001900,1.89E-29,0.734983561,0.778,0.748,1.92E-25,Neuron_24,Neurofascin
Smp-340530,Smp_340530,2.06E-29,0.969213564,0.882,0.804,2.09E-25,Neuron_24,Transmembrane protein 26
Smp-182620,Smp_182620,2.23E-29,0.845397972,0.965,0.774,2.27E-25,Neuron_24,Carboxypeptidase N catalytic chain
Smp-129060,Smp_129060,2.35E-29,0.951712843,0.875,0.666,2.39E-25,Neuron_24,Vesicular glutamate transporter 2
Smp-017520,Smp_017520,8.92E-29,1.053279196,0.875,0.789,9.06E-25,Neuron_24,Inositol polyphosphate 1-phosphatase
Smp-059820,Smp_059820,1.25E-28,0.746300979,0.729,0.502,1.26E-24,Neuron_24,Protein rolling stone
Smp-125940,Smp_125940,1.31E-28,0.894038858,0.799,0.678,1.33E-24,Neuron_24,Phosphoribosylformylglycinamidine synthase subunit PurL
Smp-010820,Smp_010820,2.67E-28,0.899973422,0.972,0.809,2.71E-24,Neuron_24,peptidyl-alpha-hydroxyglycine alpha-amidating lyase
Smp-333720,Smp_333720,3.06E-28,1.081304771,0.875,0.741,3.11E-24,Neuron_24,ELKS/Rab6-interacting/CAST family member 1
Smp-129900,Smp_129900,3.90E-28,0.939694838,0.833,0.768,3.96E-24,Neuron_24,Uncharacterized sodium-dependent transporter MJ1319
Smp-143130,Smp_143130,7.33E-28,1.113472579,0.868,0.761,7.45E-24,Neuron_24,Four and a half LIM domains protein 2
Smp-175900,Smp_175900,7.35E-28,1.034637906,0.938,0.79,7.47E-24,Neuron_24,Synaptotagmin-1
Smp-137980,Smp_137980,1.41E-27,0.753324575,0.729,0.563,1.43E-23,Neuron_24,5-hydroxytryptamine receptor 2
Smp-306980,Smp_306980,1.42E-27,1.10124168,0.896,0.812,1.44E-23,Neuron_24,Innexin unc-9
Smp-096480,Smp_096480,1.73E-27,0.950372532,0.771,0.519,1.75E-23,Neuron_24,Glycine receptor subunit alpha-3
Smp-175510,Smp_175510,1.75E-27,1.337618064,0.903,0.717,1.78E-23,Neuron_24,Hypothetical protein
Smp-053390,Smp_053390,5.62E-27,0.841384867,0.993,0.992,5.70E-23,Neuron_24,Histone H4
Smp-344020,Smp_344020,9.64E-27,1.094607017,0.771,0.703,9.79E-23,Neuron_24,Transient-receptor-potential-like protein
Smp-008710,Smp_008710,9.79E-27,0.866152126,0.896,0.818,9.95E-23,Neuron_24,Immunoglobulin superfamily member 10
